# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Sep 29 21:45:42 2019
#
# User preference: *
#
# CONSTRAINT:  order by pl_pelink asc
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_controvflag: Controversial Flag
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_disc:        Year of Discovery
# COLUMN pl_facility:    Discovery Facility
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
# COLUMN pl_edelink:     Link to Exoplanet Data Explorer
#
loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,gaia_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_trandep,pl_trandur,pl_tranmid,pl_disc,pl_facility,pl_pelink,pl_edelink
2289,Kepler-191,c,Kepler-191 c,Transit,0,3,17.73850600,0.128000,,,,,0.166,,0,1,0,1,19h24m44.01s,291.183386,+45d19m23.4s,45.323177,604.75,604.75,14.808,Kepler-band,14.776,5282.00,,0.79,2014-05-14,,0.1175000,2454981.988620,2014,Kepler,http://exoplanet.eu/catalog/kepler-191_c/,http://exoplanets.org/detail/Kepler-191_c
2290,Kepler-191,d,Kepler-191 d,Transit,0,3,5.94504102,,,,,,0.203,,0,1,0,1,19h24m44.01s,291.183386,+45d19m23.4s,45.323177,604.75,604.75,14.808,Kepler-band,14.776,5282.00,,0.79,2016-05-10,,0.1071290,2455003.472980,2016,Kepler,http://exoplanet.eu/catalog/kepler-191_d/,
2291,Kepler-192,b,Kepler-192 b,Transit,0,3,9.92674600,0.090000,,,,,0.244,,0,1,0,1,19h11m40.30s,287.917924,+45d35m34.4s,45.592876,664.14,664.14,14.129,Kepler-band,14.104,5479.00,,1.01,2014-05-14,,0.1575000,2455008.685010,2014,Kepler,http://exoplanet.eu/catalog/kepler-192_b/,http://exoplanets.org/detail/Kepler-192_b
2292,Kepler-192,c,Kepler-192 c,Transit,0,3,21.22340000,0.150000,,,,,0.249,,0,1,0,1,19h11m40.30s,287.917924,+45d35m34.4s,45.592876,664.14,664.14,14.129,Kepler-band,14.104,5479.00,,1.01,2014-05-14,,0.2058000,2455003.374600,2014,Kepler,http://exoplanet.eu/catalog/kepler-192_c/,http://exoplanets.org/detail/Kepler-192_c
2293,Kepler-192,d,Kepler-192 d,Transit,0,3,6.47027579,,,,,,0.091,,0,1,0,1,19h11m40.30s,287.917924,+45d35m34.4s,45.592876,664.14,664.14,14.129,Kepler-band,14.104,5479.00,,1.01,2016-05-10,,0.1350400,2454969.506620,2016,Kepler,http://exoplanet.eu/catalog/kepler-192_d/,
2294,Kepler-193,b,Kepler-193 b,Transit,0,2,11.38848000,0.106000,,,,,0.213,,0,1,0,1,19h45m59.66s,296.498596,+46d34m38.1s,46.577244,1038.87,1038.87,14.615,Kepler-band,14.596,6335.00,,1.15,2014-05-14,,0.1507000,2455007.551170,2014,Kepler,http://exoplanet.eu/catalog/kepler-193_b/,http://exoplanets.org/detail/Kepler-193_b
2295,Kepler-193,c,Kepler-193 c,Transit,0,2,50.69749400,0.286000,,,,,0.245,,0,1,0,1,19h45m59.66s,296.498596,+46d34m38.1s,46.577244,1038.87,1038.87,14.615,Kepler-band,14.596,6335.00,,1.15,2014-05-14,,0.2548000,2454974.322880,2014,Kepler,http://exoplanet.eu/catalog/kepler-193_c/,http://exoplanets.org/detail/Kepler-193_c
2296,Kepler-194,b,Kepler-194 b,Transit,0,3,2.09228100,0.032000,,,,,0.135,,0,1,0,1,19h27m53.15s,291.971445,+47d51m51.0s,47.864174,1133.48,1133.48,14.915,Kepler-band,14.912,6089.00,,1.02,2014-05-14,,0.0980000,2454966.059640,2014,Kepler,http://exoplanet.eu/catalog/kepler-194_b/,http://exoplanets.org/detail/Kepler-194_b
2297,Kepler-194,c,Kepler-194 c,Transit,0,3,17.30803200,0.131000,,,,,0.231,,0,1,0,1,19h27m53.15s,291.971445,+47d51m51.0s,47.864174,1133.48,1133.48,14.915,Kepler-band,14.912,6089.00,,1.02,2014-05-14,,0.2067000,2455009.941690,2014,Kepler,http://exoplanet.eu/catalog/kepler-194_c/,http://exoplanets.org/detail/Kepler-194_c
2298,Kepler-194,d,Kepler-194 d,Transit,0,3,52.81497300,0.275000,,,,,0.214,,0,1,0,1,19h27m53.15s,291.971445,+47d51m51.0s,47.864174,1133.48,1133.48,14.915,Kepler-band,14.912,6089.00,,1.02,2014-05-14,,0.3042000,2454997.903240,2014,Kepler,http://exoplanet.eu/catalog/kepler-194_d/,http://exoplanets.org/detail/Kepler-194_d
2299,Kepler-195,b,Kepler-195 b,Transit,0,2,8.30787200,0.077000,,,,,0.181,,1,1,0,1,19h12m29.03s,288.120962,+47d58m00.0s,47.966667,664.47,664.47,14.813,Kepler-band,14.799,5329.00,,0.78,2014-05-14,,0.1313000,2455004.171200,2014,Kepler,http://exoplanet.eu/catalog/kepler-195_b/,http://exoplanets.org/detail/Kepler-195_b
2300,Kepler-195,c,Kepler-195 c,Transit,0,2,34.09686300,0.197000,,,,,0.138,,0,1,0,1,19h12m29.03s,288.120962,+47d58m00.0s,47.966667,664.47,664.47,14.813,Kepler-band,14.799,5329.00,,0.78,2014-05-14,,0.1627000,2454986.817120,2014,Kepler,http://exoplanet.eu/catalog/kepler-195_c/,http://exoplanets.org/detail/Kepler-195_c
2301,Kepler-196,b,Kepler-196 b,Transit,0,2,20.73988600,0.138000,,,,,0.170,,0,1,0,1,18h59m52.44s,284.968519,+42d04m45.1s,42.079205,457.26,457.26,14.157,Kepler-band,14.103,5128.00,,0.78,2014-05-14,,0.1256000,2455006.218170,2014,Kepler,http://exoplanet.eu/catalog/kepler-196_b/,http://exoplanets.org/detail/Kepler-196_b
2302,Kepler-196,c,Kepler-196 c,Transit,0,2,47.42773700,0.240000,,,,,0.200,,1,1,0,1,18h59m52.44s,284.968519,+42d04m45.1s,42.079205,457.26,457.26,14.157,Kepler-band,14.103,5128.00,,0.78,2014-05-14,,0.2131000,2455049.554250,2014,Kepler,http://exoplanet.eu/catalog/kepler-196_c/,http://exoplanets.org/detail/Kepler-196_c
2303,Kepler-197,b,Kepler-197 b,Transit,0,4,5.59930800,0.060000,,,,,0.091,,0,1,0,1,19h40m54.34s,295.226435,+50d33m32.4s,50.559006,333.75,333.75,11.811,Kepler-band,11.780,6004.00,,1.12,2014-05-14,,0.1534000,2455004.472820,2014,Kepler,http://exoplanet.eu/catalog/kepler-197_b/,http://exoplanets.org/detail/Kepler-197_b
2304,Kepler-197,c,Kepler-197 c,Transit,0,4,10.34969500,0.090000,,,,,0.110,,0,1,0,1,19h40m54.34s,295.226435,+50d33m32.4s,50.559006,333.75,333.75,11.811,Kepler-band,11.780,6004.00,,1.12,2014-05-14,,0.1771000,2455007.064210,2014,Kepler,http://exoplanet.eu/catalog/kepler-197_c/,http://exoplanets.org/detail/Kepler-197_c
2305,Kepler-197,d,Kepler-197 d,Transit,0,4,15.67756300,0.119000,,,,,0.109,,0,1,0,1,19h40m54.34s,295.226435,+50d33m32.4s,50.559006,333.75,333.75,11.811,Kepler-band,11.780,6004.00,,1.12,2014-05-14,,0.2219000,2455012.468860,2014,Kepler,http://exoplanet.eu/catalog/kepler-197_d/,http://exoplanets.org/detail/Kepler-197_d
2306,Kepler-197,e,Kepler-197 e,Transit,0,4,25.20971500,0.164000,,,,,0.081,,0,1,0,1,19h40m54.34s,295.226435,+50d33m32.4s,50.559006,333.75,333.75,11.811,Kepler-band,11.780,6004.00,,1.12,2014-05-14,,0.2624000,2454987.413420,2014,Kepler,http://exoplanet.eu/catalog/kepler-197_e/,http://exoplanets.org/detail/Kepler-197_e
2307,Kepler-198,b,Kepler-198 b,Transit,0,3,17.79003700,0.131000,,,,,0.252,,0,1,0,1,19h22m41.55s,290.673130,+38d41m27.6s,38.691011,502.52,502.52,13.597,Kepler-band,13.566,5574.00,,0.94,2014-05-14,,0.1866000,2455015.436380,2014,Kepler,http://exoplanet.eu/catalog/kepler-198_b/,http://exoplanets.org/detail/Kepler-198_b
2308,Kepler-198,c,Kepler-198 c,Transit,0,3,49.56741600,0.259000,,,,,0.220,,0,1,0,1,19h22m41.55s,290.673130,+38d41m27.6s,38.691011,502.52,502.52,13.597,Kepler-band,13.566,5574.00,,0.94,2014-05-14,,0.1528000,2455002.540010,2014,Kepler,http://exoplanet.eu/catalog/kepler-198_c/,http://exoplanets.org/detail/Kepler-198_c
2309,Kepler-198,d,Kepler-198 d,Transit,0,3,1.31184443,,,,,,0.136,,0,1,0,1,19h22m41.55s,290.673130,+38d41m27.6s,38.691011,502.52,502.52,13.597,Kepler-band,13.566,5574.00,,0.94,2016-05-10,,0.0738710,2454966.109210,2016,Kepler,http://exoplanet.eu/catalog/kepler-198_d/,
2310,Kepler-199,b,Kepler-199 b,Transit,0,2,23.63760400,0.158000,,,,,0.277,,1,1,0,1,19h42m14.26s,295.559419,+40d14m10.6s,40.236271,528.99,528.99,13.595,Kepler-band,13.597,5644.00,,0.97,2014-05-14,,0.2064000,2455005.648460,2014,Kepler,http://exoplanet.eu/catalog/kepler-199_b/,http://exoplanets.org/detail/Kepler-199_b
2311,Kepler-199,c,Kepler-199 c,Transit,0,2,67.09340800,0.316000,,,,,0.290,,1,1,0,1,19h42m14.26s,295.559419,+40d14m10.6s,40.236271,528.99,528.99,13.595,Kepler-band,13.597,5644.00,,0.97,2014-05-14,,0.2888000,2454979.565770,2014,Kepler,http://exoplanet.eu/catalog/kepler-199_c/,http://exoplanets.org/detail/Kepler-199_c
2312,Kepler-20,b,Kepler-20 b,Transit,0,6,3.69611525,0.046300,0.030000,87.355,0.03052,Mass,0.167,8.20000,0,1,0,2,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,284.88,284.88,12.510,V (Johnson),12.453,5495.00,0.95,0.96,2017-03-30,,,2454967.502014,2011,Kepler,http://exoplanet.eu/catalog/kepler-20_b/,http://exoplanets.org/detail/Kepler-20_b
2313,Kepler-20,c,Kepler-20 c,Transit,0,6,10.85409089,0.094900,0.160000,89.815,0.04012,Mass,0.272,2.50000,0,1,0,2,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,284.88,284.88,12.510,V (Johnson),12.453,5495.00,0.95,0.96,2017-03-30,,,2454971.607955,2011,Kepler,http://exoplanet.eu/catalog/kepler-20_c/,http://exoplanets.org/detail/Kepler-20_c
2314,Kepler-20,d,Kepler-20 d,Transit,0,6,77.61130017,0.350600,,89.708,0.03168,Mass,0.245,2.70000,0,1,0,2,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,284.88,284.88,12.510,V (Johnson),12.453,5495.00,0.95,0.96,2017-03-30,,,2454997.730300,2011,Kepler,http://exoplanet.eu/catalog/kepler-20_d/,http://exoplanets.org/detail/Kepler-20_d
2315,Kepler-20,e,Kepler-20 e,Transit,0,6,6.09852281,0.063900,,87.632,,,0.077,,0,1,0,1,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,284.88,284.88,12.510,V (Johnson),12.453,5495.00,0.95,0.96,2017-03-30,,,2454968.931544,2011,Kepler,http://exoplanet.eu/catalog/kepler-20_e/,http://exoplanets.org/detail/Kepler-20_e
2316,Kepler-20,f,Kepler-20 f,Transit,0,6,19.57758478,0.139600,,88.788,,,0.089,,0,1,0,1,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,284.88,284.88,12.510,V (Johnson),12.453,5495.00,0.95,0.96,2017-03-30,,,2454968.207060,2011,Kepler,http://exoplanet.eu/catalog/kepler-20_f/,http://exoplanets.org/detail/Kepler-20_f
2317,Kepler-20,g,Kepler-20 g,Radial Velocity,0,6,34.94000000,0.205500,0.150000,,0.06280,Msini,,,0,1,0,1,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,284.88,284.88,12.510,V (Johnson),12.453,5495.00,0.95,0.96,2017-03-30,,,,2016,Multiple Observatories,http://exoplanet.eu/catalog/kepler-20_g/,
2318,Kepler-200,b,Kepler-200 b,Transit,0,2,8.59480500,0.080000,,,,,0.190,,0,1,0,1,18h57m38.38s,284.409920,+41d14m14.9s,41.237465,678.93,678.93,13.984,Kepler-band,13.952,5678.00,,0.94,2014-05-14,,0.1472000,2455004.629980,2014,Kepler,http://exoplanet.eu/catalog/kepler-200_b/,http://exoplanets.org/detail/Kepler-200_b
2319,Kepler-200,c,Kepler-200 c,Transit,0,2,10.22215700,0.090000,,,,,0.142,,0,1,0,1,18h57m38.38s,284.409920,+41d14m14.9s,41.237465,678.93,678.93,13.984,Kepler-band,13.952,5678.00,,0.94,2014-05-14,,0.0463000,2454968.890560,2014,Kepler,http://exoplanet.eu/catalog/kepler-200_c/,http://exoplanets.org/detail/Kepler-200_c
2320,Kepler-201,b,Kepler-201 b,Transit,0,2,25.67208300,0.175000,,,,,0.219,,0,1,0,1,19h34m30.25s,293.626040,+41d16m22.2s,41.272827,648.18,648.18,13.004,Kepler-band,12.920,6065.00,,1.23,2014-05-14,,0.2345000,2455025.097050,2014,Kepler,http://exoplanet.eu/catalog/kepler-201_b/,http://exoplanets.org/detail/Kepler-201_b
2321,Kepler-201,c,Kepler-201 c,Transit,0,2,151.88405800,0.573000,,,,,0.254,,1,1,0,1,19h34m30.25s,293.626040,+41d16m22.2s,41.272827,648.18,648.18,13.004,Kepler-band,12.920,6065.00,,1.23,2014-05-14,,0.5412000,2455009.418160,2014,Kepler,http://exoplanet.eu/catalog/kepler-201_c/,http://exoplanets.org/detail/Kepler-201_c
2322,Kepler-202,b,Kepler-202 b,Transit,0,2,4.06942700,0.045000,,,,,0.145,,0,1,0,1,18h51m53.62s,282.973419,+41d19m19.2s,41.322006,287.48,287.48,13.872,Kepler-band,13.843,4668.00,,0.67,2014-05-14,,0.0861000,2455004.015770,2014,Kepler,http://exoplanet.eu/catalog/kepler-202_b/,http://exoplanets.org/detail/Kepler-202_b
2323,Kepler-202,c,Kepler-202 c,Transit,0,2,16.28249300,0.113000,,,,,0.165,,0,1,0,1,18h51m53.62s,282.973419,+41d19m19.2s,41.322006,287.48,287.48,13.872,Kepler-band,13.843,4668.00,,0.67,2014-05-14,,0.1189000,2455013.796230,2014,Kepler,http://exoplanet.eu/catalog/kepler-202_c/,http://exoplanets.org/detail/Kepler-202_c
2324,Kepler-203,b,Kepler-203 b,Transit,0,3,3.16269700,0.043000,,,,,0.229,,0,1,0,1,19h48m21.59s,297.089977,+41d23m16.9s,41.388039,717.73,717.73,13.989,Kepler-band,13.942,5821.00,,1.11,2014-05-14,,0.0792000,2455002.641580,2014,Kepler,http://exoplanet.eu/catalog/kepler-203_b/,http://exoplanets.org/detail/Kepler-203_b
2325,Kepler-203,c,Kepler-203 c,Transit,0,3,5.37064700,0.061000,,,,,0.220,,0,1,0,1,19h48m21.59s,297.089977,+41d23m16.9s,41.388039,717.73,717.73,13.989,Kepler-band,13.942,5821.00,,1.11,2014-05-14,,0.0839000,2455005.236970,2014,Kepler,http://exoplanet.eu/catalog/kepler-203_c/,http://exoplanets.org/detail/Kepler-203_c
2326,Kepler-203,d,Kepler-203 d,Transit,0,3,11.32972000,0.100000,,,,,0.128,,0,1,0,1,19h48m21.59s,297.089977,+41d23m16.9s,41.388039,717.73,717.73,13.989,Kepler-band,13.942,5821.00,,1.11,2014-05-14,,0.1663000,2454966.968820,2014,Kepler,http://exoplanet.eu/catalog/kepler-203_d/,http://exoplanets.org/detail/Kepler-203_d
2327,Kepler-204,b,Kepler-204 b,Transit,0,2,14.40097400,0.117000,,,,,0.226,,0,1,0,1,19h01m23.32s,285.347187,+41d45m42.9s,41.761925,700.59,700.59,13.909,Kepler-band,13.874,5812.00,,1.24,2014-05-14,,0.1627000,2455007.985930,2014,Kepler,http://exoplanet.eu/catalog/kepler-204_b/,http://exoplanets.org/detail/Kepler-204_b
2328,Kepler-204,c,Kepler-204 c,Transit,0,2,25.66059300,0.173000,,,,,0.160,,0,1,0,1,19h01m23.32s,285.347187,+41d45m42.9s,41.761925,700.59,700.59,13.909,Kepler-band,13.874,5812.00,,1.24,2014-05-14,,0.1826000,2454988.151650,2014,Kepler,http://exoplanet.eu/catalog/kepler-204_c/,http://exoplanets.org/detail/Kepler-204_c
2329,Kepler-205,b,Kepler-205 b,Transit,0,2,2.75564000,0.032000,,,,,0.135,,0,1,0,1,19h01m08.91s,285.287111,+41d51m40.2s,41.861172,160.46,160.46,13.506,Kepler-band,13.495,4321.00,,0.55,2014-05-14,,0.0812000,2455003.844540,2014,Kepler,http://exoplanet.eu/catalog/kepler-205_b/,http://exoplanets.org/detail/Kepler-205_b
2330,Kepler-205,c,Kepler-205 c,Transit,0,2,20.30654600,0.122000,,,,,0.146,,0,1,0,1,19h01m08.91s,285.287111,+41d51m40.2s,41.861172,160.46,160.46,13.506,Kepler-band,13.495,4321.00,,0.55,2014-05-14,,0.1197000,2455005.656200,2014,Kepler,http://exoplanet.eu/catalog/kepler-205_c/,http://exoplanets.org/detail/Kepler-205_c
2331,Kepler-206,b,Kepler-206 b,Transit,0,3,7.78198700,0.078000,,,,,0.107,,0,1,0,1,19h26m32.32s,291.634678,+41d50m01.9s,41.833866,604.81,604.81,13.484,Kepler-band,13.461,5764.00,,1.19,2014-05-14,,0.1518000,2454966.589900,2014,Kepler,http://exoplanet.eu/catalog/kepler-206_b/,http://exoplanets.org/detail/Kepler-206_b
2332,Kepler-206,c,Kepler-206 c,Transit,0,3,13.13747100,0.111000,,,,,0.158,,0,1,0,1,19h26m32.32s,291.634678,+41d50m01.9s,41.833866,604.81,604.81,13.484,Kepler-band,13.461,5764.00,,1.19,2014-05-14,,0.1987000,2455003.227810,2014,Kepler,http://exoplanet.eu/catalog/kepler-206_c/,http://exoplanets.org/detail/Kepler-206_c
2333,Kepler-206,d,Kepler-206 d,Transit,0,3,23.44281000,0.163000,,,,,0.106,,0,1,0,1,19h26m32.32s,291.634678,+41d50m01.9s,41.833866,604.81,604.81,13.484,Kepler-band,13.461,5764.00,,1.19,2014-05-14,,0.2245000,2454985.010490,2014,Kepler,http://exoplanet.eu/catalog/kepler-206_d/,http://exoplanets.org/detail/Kepler-206_d
2334,Kepler-207,b,Kepler-207 b,Transit,0,3,1.61186500,0.029000,,,,,0.140,,0,1,0,1,19h20m07.32s,290.030517,+42d09m57.8s,42.166050,898.20,898.20,13.182,Kepler-band,13.167,5920.00,,1.59,2014-05-14,,0.1250000,2454966.570410,2014,Kepler,http://exoplanet.eu/catalog/kepler-207_b/,http://exoplanets.org/detail/Kepler-207_b
2335,Kepler-207,c,Kepler-207 c,Transit,0,3,3.07157100,0.044000,,,,,0.134,,0,1,0,1,19h20m07.32s,290.030517,+42d09m57.8s,42.166050,898.20,898.20,13.182,Kepler-band,13.167,5920.00,,1.59,2014-05-14,,0.1699000,2454966.304250,2014,Kepler,http://exoplanet.eu/catalog/kepler-207_c/,http://exoplanets.org/detail/Kepler-207_c
2336,Kepler-207,d,Kepler-207 d,Transit,0,3,5.86807500,0.068000,,,,,0.295,,0,1,0,1,19h20m07.32s,290.030517,+42d09m57.8s,42.166050,898.20,898.20,13.182,Kepler-band,13.167,5920.00,,1.59,2014-05-14,,0.1654000,2455003.322430,2014,Kepler,http://exoplanet.eu/catalog/kepler-207_d/,http://exoplanets.org/detail/Kepler-207_d
2337,Kepler-208,b,Kepler-208 b,Transit,0,4,4.22864000,0.054000,,,,,0.145,,0,1,0,1,19h35m33.65s,293.890206,+42d31m40.8s,42.528008,793.01,793.01,13.749,Kepler-band,13.538,6092.00,,1.31,2014-05-14,,0.1378000,2455003.741970,2014,Kepler,http://exoplanet.eu/catalog/kepler-208_b/,http://exoplanets.org/detail/Kepler-208_b
2338,Kepler-208,c,Kepler-208 c,Transit,0,4,7.46662300,0.079000,,,,,0.124,,0,1,0,1,19h35m33.65s,293.890206,+42d31m40.8s,42.528008,793.01,793.01,13.749,Kepler-band,13.538,6092.00,,1.31,2014-05-14,,0.1618000,2454965.773830,2014,Kepler,http://exoplanet.eu/catalog/kepler-208_c/,http://exoplanets.org/detail/Kepler-208_c
2339,Kepler-208,d,Kepler-208 d,Transit,0,4,11.13178600,0.103000,,,,,0.107,,0,1,0,1,19h35m33.65s,293.890206,+42d31m40.8s,42.528008,793.01,793.01,13.749,Kepler-band,13.538,6092.00,,1.31,2014-05-14,,0.1716000,2454956.295410,2014,Kepler,http://exoplanet.eu/catalog/kepler-208_d/,http://exoplanets.org/detail/Kepler-208_d
2340,Kepler-208,e,Kepler-208 e,Transit,0,4,16.25945800,0.132000,,,,,0.132,,0,1,0,1,19h35m33.65s,293.890206,+42d31m40.8s,42.528008,793.01,793.01,13.749,Kepler-band,13.538,6092.00,,1.31,2014-05-14,,0.1683000,2454945.014250,2014,Kepler,http://exoplanet.eu/catalog/kepler-208_e/,http://exoplanets.org/detail/Kepler-208_e
2341,Kepler-209,b,Kepler-209 b,Transit,0,2,16.08784500,0.122000,,,,,0.202,,0,1,0,1,19h24m40.69s,291.169537,+42d38m26.9s,42.640812,586.68,586.68,13.998,Kepler-band,13.952,5513.00,,0.94,2014-05-14,,0.1199000,2455005.813390,2014,Kepler,http://exoplanet.eu/catalog/kepler-209_b/,http://exoplanets.org/detail/Kepler-209_b
2342,Kepler-209,c,Kepler-209 c,Transit,0,2,41.74988200,0.231000,,,,,0.277,,1,1,0,1,19h24m40.69s,291.169537,+42d38m26.9s,42.640812,586.68,586.68,13.998,Kepler-band,13.952,5513.00,,0.94,2014-05-14,,0.2346000,2454986.839860,2014,Kepler,http://exoplanet.eu/catalog/kepler-209_c/,http://exoplanets.org/detail/Kepler-209_c
2343,Kepler-21,b,Kepler-21 b,Transit,0,1,2.78578000,0.042717,0.020000,83.200,0.01598,Mass,0.146,6.40000,0,1,0,2,19h09m26.84s,287.361816,+38d42m50.5s,38.714016,108.86,108.86,8.250,V (Johnson),8.128,6305.00,1.41,1.90,2016-10-06,0.006217,0.1496000,2456798.718800,2012,Kepler,http://exoplanet.eu/catalog/kepler-21_b/,http://exoplanets.org/detail/Kepler-21_b
2344,Kepler-210,b,Kepler-210 b,Transit,0,2,2.45323400,0.032000,,,,,0.262,,0,1,0,1,19h30m00.81s,292.503389,+43d04m59.3s,43.083149,234.33,234.33,13.822,Kepler-band,13.804,4559.00,,0.65,2014-05-14,,0.0728000,2455003.891530,2014,Kepler,http://exoplanet.eu/catalog/kepler-210_b/,http://exoplanets.org/detail/Kepler-210_b
2345,Kepler-210,c,Kepler-210 c,Transit,0,2,7.97251300,0.070000,,,,,0.323,,1,1,0,1,19h30m00.81s,292.503389,+43d04m59.3s,43.083149,234.33,234.33,13.822,Kepler-band,13.804,4559.00,,0.65,2014-05-14,,0.1209000,2455004.584360,2014,Kepler,http://exoplanet.eu/catalog/kepler-210_c/,http://exoplanets.org/detail/Kepler-210_c
2346,Kepler-211,b,Kepler-211 b,Transit,0,2,4.13857500,0.048000,,,,,0.112,,0,1,0,1,19h01m45.40s,285.439151,+43d10m06.5s,43.168484,312.14,312.14,13.283,Kepler-band,13.273,5123.00,,0.82,2014-05-14,,0.0928000,2454965.016320,2014,Kepler,http://exoplanet.eu/catalog/kepler-211_b/,http://exoplanets.org/detail/Kepler-211_b
2347,Kepler-211,c,Kepler-211 c,Transit,0,2,6.04045000,0.062000,,,,,0.115,,0,1,0,1,19h01m45.40s,285.439151,+43d10m06.5s,43.168484,312.14,312.14,13.283,Kepler-band,13.273,5123.00,,0.82,2014-05-14,,0.0855000,2455005.594350,2014,Kepler,http://exoplanet.eu/catalog/kepler-211_c/,http://exoplanets.org/detail/Kepler-211_c
2348,Kepler-212,b,Kepler-212 b,Transit,0,2,16.25758200,0.133000,,,,,0.097,,0,1,0,1,19h10m29.00s,287.620834,+43d08m30.0s,43.141678,701.04,701.04,13.178,Kepler-band,12.987,5852.00,,1.46,2014-05-14,,0.2748000,2454972.647740,2014,Kepler,http://exoplanet.eu/catalog/kepler-212_b/,http://exoplanets.org/detail/Kepler-212_b
2349,Kepler-212,c,Kepler-212 c,Transit,0,2,31.80517400,0.207000,,,,,0.244,,0,1,0,1,19h10m29.00s,287.620834,+43d08m30.0s,43.141678,701.04,701.04,13.178,Kepler-band,12.987,5852.00,,1.46,2014-05-14,,0.3465000,2455023.248300,2014,Kepler,http://exoplanet.eu/catalog/kepler-212_c/,http://exoplanets.org/detail/Kepler-212_c
2350,Kepler-213,b,Kepler-213 b,Transit,0,2,2.46236000,0.036000,,,,,0.145,,0,1,0,1,19h23m17.80s,290.824182,+44d38m49.9s,44.647186,646.74,646.74,13.648,Kepler-band,13.602,5696.00,,1.20,2014-05-14,,0.0737000,2455004.839860,2014,Kepler,http://exoplanet.eu/catalog/kepler-213_b/,http://exoplanets.org/detail/Kepler-213_b
2351,Kepler-213,c,Kepler-213 c,Transit,0,2,4.82296200,0.057000,,,,,0.209,,0,1,0,1,19h23m17.80s,290.824182,+44d38m49.9s,44.647186,646.74,646.74,13.648,Kepler-band,13.602,5696.00,,1.20,2014-05-14,,0.0345000,2454967.436490,2014,Kepler,http://exoplanet.eu/catalog/kepler-213_c/,http://exoplanets.org/detail/Kepler-213_c
2352,Kepler-214,b,Kepler-214 b,Transit,0,2,15.66054400,0.130000,,,,,0.233,,0,1,0,1,18h59m01.16s,284.754851,+44d57m21.7s,44.956032,1252.07,1252.07,13.949,Kepler-band,13.906,6169.00,,1.35,2014-05-14,,0.2919000,2454979.348950,2014,Kepler,http://exoplanet.eu/catalog/kepler-214_b/,http://exoplanets.org/detail/Kepler-214_b
2353,Kepler-214,c,Kepler-214 c,Transit,0,2,28.77980000,0.194000,,,,,0.190,,0,1,0,1,18h59m01.16s,284.754851,+44d57m21.7s,44.956032,1252.07,1252.07,13.949,Kepler-band,13.906,6169.00,,1.35,2014-05-14,,0.3251000,2455026.304470,2014,Kepler,http://exoplanet.eu/catalog/kepler-214_c/,http://exoplanets.org/detail/Kepler-214_c
